Claim_id,Bind_date1,Customer_life_value1,Age_insured,Policy_num,Policy_state,Policy_start_date,Policy_expiry_date,Policy_bi,Policy_ded,Policy_premium,Umbrella_limit,Insured_zip,Gender,Education,Occupation,Hobbies,Insured_relationship,Capital_gains,Capital_loss,Garage_location,Accident_date,Accident_type,Collision_type,Accident_severity,Authorities_contacted,Acccident_state,Acccident_city,Accident_location,Accident_hour,Num_of_vehicles_involved,Property_damage,Bodily_injuries,Witnesses,Police_report,Dl_expiry_date,Claims_date,Auto_make,Auto_model,Auto_year,Vehicle_color,Vehicle_cost,Annual_mileage,Diffin_mileage,Low_mileage_discount,Commute_discount,Total_claim,Injury_claim,Property_claim,Vehicle_claim,Vehicle_registration,Check_point,Claim_to_premium_ratio,Combined_claim,Is_weekend,Claim_per_vehicle,High_mileage_flag,Predicted_Fraud,Fraud_ind
-1,-1,12,31,192210025,-1,-1,-1,-1,2000,1153.35,0,430714,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,1,-1,2,1,-1,-1,-1,-1,-1,2020,-1,12123.29,14451,6575,0,0,12803.44,5508.67,1283.14,6011.63,-1,0,11.09147139,12803.44,0,6401.72,0,1,Yes
-1,-1,23,36,144155768,-1,-1,-1,-1,2000,870.63,0,431725,-1,-1,-1,-1,-1,94800,-58500,0,-1,-1,-1,-1,-1,-1,-1,-1,12,3,-1,1,1,-1,-1,-1,-1,-1,2020,-1,12235.05,17562,6700,0,0,24994.22,12563.2,1214.68,11216.34,-1,0,28.67526359,24994.22,1,6248.555,1,1,Yes
-1,-1,12,49,138623476,-1,-1,-1,-1,1000,1279.08,0,449718,-1,-1,-1,-1,-1,0,-51500,0,-1,-1,-1,-1,-1,-1,-1,-1,13,1,-1,0,1,-1,-1,-1,-1,-1,2016,-1,7376.16,15297,6977,0,0,12297.56,7355.63,3824.77,1117.16,-1,0,9.606868321,12297.56,0,6148.78,1,1,Yes
-1,-1,18,40,134976201,-1,-1,-1,-1,2000,1267.81,5000000,603123,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,10,1,-1,2,1,-1,-1,-1,-1,-1,2015,-1,5688.47,10532,3472,0,0,20977.45,11661.36,9237.77,78.32,-1,0,16.53316887,20977.45,0,10488.725,0,1,Yes
-1,-1,22,49,162583722,-1,-1,-1,-1,2000,1222.48,0,620757,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,16,1,-1,1,1,-1,-1,-1,-1,-1,2019,-1,11051.35,6800,7571,1,0,23658.94,8099.62,9684.79,5874.53,-1,0,19.33741459,23658.94,0,11829.47,0,1,Yes
-1,-1,17,51,180369012,-1,-1,-1,-1,2000,1124.38,0,618316,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,1,-1,1,1,-1,-1,-1,-1,-1,2019,-1,11478.96,9899,2443,0,0,5928.74,492.14,5170.23,266.37,-1,0,5.268211626,5928.74,1,2964.37,0,1,Yes
-1,-1,15,33,156163529,-1,-1,-1,-1,1000,1334.15,6000000,479224,-1,-1,-1,-1,-1,53300,-49200,0,-1,-1,-1,-1,-1,-1,-1,-1,15,1,-1,2,0,-1,-1,-1,-1,-1,2022,-1,17809.14,13583,2664,0,0,18925.55,11074.54,2082.68,5768.33,-1,0,14.17484927,18925.55,0,9462.775,0,1,Yes
-1,-1,18,43,194487391,-1,-1,-1,-1,2000,1512.58,0,452496,-1,-1,-1,-1,-1,47600,0,0,-1,-1,-1,-1,-1,-1,-1,-1,7,1,-1,1,1,-1,-1,-1,-1,-1,2023,-1,20847.27,12560,6193,0,0,751.03,106.53,259.31,385.19,-1,0,0.496194453,751.03,1,375.515,0,1,Yes
-1,-1,21,32,120145403,-1,-1,-1,-1,500,1612.43,0,456762,-1,-1,-1,-1,-1,36400,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,2,1,-1,-1,-1,-1,-1,2024,-1,24844.67,12635,6651,0,0,18731.68,1761.51,4555.89,12414.28,-1,0,11.60984982,18731.68,0,9365.84,0,1,Yes
-1,-1,21,46,128674861,-1,-1,-1,-1,500,1348.83,0,474360,-1,-1,-1,-1,-1,46300,-77500,0,-1,-1,-1,-1,-1,-1,-1,-1,21,3,-1,1,2,-1,-1,-1,-1,-1,2021,-1,14714.72,17262,6985,0,0,11131.62,7445.19,573.41,3113.02,-1,0,8.246682916,11131.62,0,2782.905,1,1,Yes
-1,-1,19,29,121138447,-1,-1,-1,-1,1000,1447.78,0,467947,-1,-1,-1,-1,-1,35100,-59900,0,-1,-1,-1,-1,-1,-1,-1,-1,15,3,-1,1,0,-1,-1,-1,-1,-1,2019,-1,10675.4,16345,3719,0,0,24606.61,403.77,20294.42,3908.42,-1,0,16.98436616,24606.61,0,6151.6525,1,1,Yes
-1,-1,14,55,145647240,-1,-1,-1,-1,2000,1268.79,0,453148,-1,-1,-1,-1,-1,0,-31000,0,-1,-1,-1,-1,-1,-1,-1,-1,15,1,-1,2,2,-1,-1,-1,-1,-1,2020,-1,15699.53,17253,4723,0,0,4199.75,103.2,454.13,3642.42,-1,0,3.307436663,4199.75,0,2099.875,1,1,Yes
-1,-1,12,43,194487391,-1,-1,-1,-1,2000,1512.58,0,452496,-1,-1,-1,-1,-1,47600,0,0,-1,-1,-1,-1,-1,-1,-1,-1,7,1,-1,1,1,-1,-1,-1,-1,-1,2023,-1,19953.01,15670,5285,0,0,11649.25,1626.89,6586.7,3435.66,-1,0,7.696487797,11649.25,1,5824.625,1,1,Yes
-1,-1,22,26,172711092,-1,-1,-1,-1,500,1451.62,0,456446,-1,-1,-1,-1,-1,0,-55700,0,-1,-1,-1,-1,-1,-1,-1,-1,19,1,-1,2,2,-1,-1,-1,-1,-1,2019,-1,10799.43,6985,5853,1,0,23377.85,2771.47,7128.96,13477.42,-1,0,16.09357575,23377.85,0,11688.925,0,1,Yes
-1,-1,15,45,185742341,-1,-1,-1,-1,1000,1362.29,0,442598,-1,-1,-1,-1,-1,0,-51100,0,-1,-1,-1,-1,-1,-1,-1,-1,18,3,-1,0,0,-1,-1,-1,-1,-1,2021,-1,14502.48,13675,5513,0,0,20371.75,893.48,3496.54,15981.73,-1,0,14.94307888,20371.75,0,5092.9375,0,1,Yes
-1,-1,12,34,137786293,-1,-1,-1,-1,1000,936.61,0,464652,-1,-1,-1,-1,-1,52800,-32800,0,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,1,1,-1,-1,-1,-1,-1,2019,-1,10964.35,5838,2448,1,0,11582.59,7430.85,3465.8,685.94,-1,0,12.35331321,11582.59,0,5791.295,0,1,Yes
-1,-1,19,37,191579764,-1,-1,-1,-1,2000,1337.28,8000000,610393,-1,-1,-1,-1,-1,27500,0,0,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,2,2,-1,-1,-1,-1,-1,2015,-1,6408.33,7524,6911,0,0,1842.83,1475.85,142.52,224.46,-1,0,1.377013779,1842.83,0,460.7075,0,1,Yes
-1,-1,17,34,197245530,-1,-1,-1,-1,1000,1333.35,0,441716,-1,-1,-1,-1,-1,0,-77000,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,0,0,-1,-1,-1,-1,-1,2021,-1,14170.76,10592,2102,0,0,21749.96,10965.82,8734.97,2049.17,-1,0,16.30004122,21749.96,1,5437.49,0,1,Yes
-1,-1,19,31,112946220,-1,-1,-1,-1,2000,1340.43,0,441175,-1,-1,-1,-1,-1,52700,-40600,0,-1,-1,-1,-1,-1,-1,-1,-1,6,3,-1,1,2,-1,-1,-1,-1,-1,2015,-1,5705.97,6619,3506,1,0,20926.93,6947.57,4524.9,9454.46,-1,0,15.60046368,20926.93,0,5231.7325,0,1,Yes
-1,-1,24,46,128674861,-1,-1,-1,-1,500,1348.83,0,474360,-1,-1,-1,-1,-1,46300,-77500,0,-1,-1,-1,-1,-1,-1,-1,-1,21,3,-1,1,2,-1,-1,-1,-1,-1,2021,-1,15329.67,17669,3144,0,0,10228.71,5113.9,804.49,4310.32,-1,0,7.577776461,10228.71,0,2557.1775,1,1,Yes
-1,-1,17,58,138421802,-1,-1,-1,-1,2000,1131.4,0,458733,-1,-1,-1,-1,-1,55700,0,0,-1,-1,-1,-1,-1,-1,-1,-1,12,4,-1,0,0,-1,-1,-1,-1,-1,2021,-1,14405.23,13860,6559,0,0,20122.71,14914.23,4088.52,1119.96,-1,0,17.76996644,20122.71,0,4024.542,0,1,Yes
-1,-1,17,28,150613787,-1,-1,-1,-1,1000,988.45,0,430141,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,1,1,-1,-1,-1,-1,-1,2016,-1,6655.15,16412,7098,0,0,1631.84,716.11,32.91,882.82,-1,0,1.649239476,1631.84,0,815.92,1,1,Yes
-1,-1,24,28,126661316,-1,-1,-1,-1,2000,1207.36,0,432896,-1,-1,-1,-1,-1,0,-57000,0,-1,-1,-1,-1,-1,-1,-1,-1,22,2,-1,1,0,-1,-1,-1,-1,-1,2023,-1,19907.29,14980,5563,0,0,9860.85,3804.47,4530.88,1525.5,-1,0,8.160523354,9860.85,0,3286.95,0,1,Yes
-1,-1,21,53,151346457,-1,-1,-1,-1,500,1693.63,0,452456,-1,-1,-1,-1,-1,0,-64000,0,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,1,3,-1,-1,-1,-1,-1,2024,-1,22740.62,13688,4138,0,0,9166.85,8031.5,912.51,222.84,-1,0,5.409351894,9166.85,1,2291.7125,0,1,Yes
-1,-1,18,45,142935401,-1,-1,-1,-1,1000,1254.18,0,457555,-1,-1,-1,-1,-1,0,-45100,0,-1,-1,-1,-1,-1,-1,-1,-1,16,1,-1,0,1,-1,-1,-1,-1,-1,2017,-1,7791.76,14246,2594,0,0,11424.11,6416.68,4291.83,715.6,-1,0,9.101571089,11424.11,0,5712.055,0,1,Yes
-1,-1,23,45,185742341,-1,-1,-1,-1,1000,1362.29,0,442598,-1,-1,-1,-1,-1,0,-51100,0,-1,-1,-1,-1,-1,-1,-1,-1,18,3,-1,0,0,-1,-1,-1,-1,-1,2021,-1,14529.96,14093,4657,0,0,56863.38,50167.22,858.05,5838.11,-1,0,41.71040644,56863.38,0,14215.845,0,1,Yes
-1,-1,15,40,136753832,-1,-1,-1,-1,2000,965.21,0,610354,-1,-1,-1,-1,-1,36900,-53700,0,-1,-1,-1,-1,-1,-1,-1,-1,10,1,-1,2,1,-1,-1,-1,-1,-1,2019,-1,10954.21,6849,6418,1,0,21870.53,554.54,13478.98,7837.01,-1,0,22.63537947,21870.53,0,10935.265,0,1,Yes
-1,-1,21,27,197359502,-1,-1,-1,-1,1000,1384.51,0,476727,-1,-1,-1,-1,-1,13100,-38200,0,-1,-1,-1,-1,-1,-1,-1,-1,14,1,-1,2,3,-1,-1,-1,-1,-1,2016,-1,6177.12,8665,6434,0,0,933.52,60.6,136.71,736.21,-1,0,0.673773556,933.52,1,466.76,0,1,Yes
-1,-1,22,39,170739323,-1,-1,-1,-1,2000,1281.07,7000000,608371,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,0,2,-1,-1,-1,-1,-1,2024,-1,24977.84,17880,3775,0,0,9454.76,1857.93,1219.92,6376.91,-1,0,7.374605131,9454.76,0,4727.38,1,1,Yes
-1,-1,18,32,180523543,-1,-1,-1,-1,1000,1000.06,0,440961,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17,1,-1,1,0,-1,-1,-1,-1,-1,2023,-1,20555.62,8836,6804,0,0,6914.74,729.35,5458.61,726.78,-1,0,6.907418137,6914.74,0,3457.37,0,1,Yes
-1,-1,17,36,144155768,-1,-1,-1,-1,2000,870.63,0,431725,-1,-1,-1,-1,-1,94800,-58500,0,-1,-1,-1,-1,-1,-1,-1,-1,12,3,-1,1,1,-1,-1,-1,-1,-1,2020,-1,13029.18,5666,3602,1,0,18902.21,8175.39,8330.33,2396.49,-1,0,21.68604798,18902.21,1,4725.5525,0,1,Yes
-1,-1,16,42,133962793,-1,-1,-1,-1,500,1848.81,0,435489,-1,-1,-1,-1,-1,0,-49000,0,-1,-1,-1,-1,-1,-1,-1,-1,20,3,-1,2,2,-1,-1,-1,-1,-1,2017,-1,7690.55,13807,5752,0,0,21906.42,11033.55,4690.56,6182.31,-1,0,11.84252437,21906.42,0,5476.605,0,1,Yes
-1,-1,18,36,120135138,-1,-1,-1,-1,2000,1712.68,0,614233,-1,-1,-1,-1,-1,72200,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17,3,-1,2,0,-1,-1,-1,-1,-1,2015,-1,5681.16,10233,2268,0,0,5144.74,3816.91,905.82,422.01,-1,0,3.002159096,5144.74,1,1286.185,0,1,Yes
-1,-1,15,38,188065828,-1,-1,-1,-1,500,1394.43,0,606352,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,7,1,-1,0,1,-1,-1,-1,-1,-1,2021,-1,15114.63,11761,6189,0,0,5643.3,3460.51,240.34,1942.45,-1,0,4.044129766,5643.3,0,2821.65,0,1,Yes
-1,-1,18,35,193626051,-1,-1,-1,-1,1000,1245.89,0,435481,-1,-1,-1,-1,-1,0,-40300,0,-1,-1,-1,-1,-1,-1,-1,-1,19,1,-1,0,0,-1,-1,-1,-1,-1,2020,-1,12253.61,10578,7392,0,0,12975,1128.01,3318.87,8528.12,-1,0,10.40588985,12975,0,6487.5,0,1,Yes
-1,-1,12,35,179521640,-1,-1,-1,-1,2000,1266.92,0,613982,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,16,3,-1,1,3,-1,-1,-1,-1,-1,2015,-1,5546.91,5047,7810,1,0,16893.73,13191.48,2094.2,1608.05,-1,0,13.32397154,16893.73,0,4223.4325,0,1,Yes
-1,-1,24,62,190327395,-1,-1,-1,-1,1000,1187.96,4000000,618845,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,20,3,-1,1,0,-1,-1,-1,-1,-1,2020,-1,12971.17,10069,4890,0,0,15143.61,1122.98,4855.83,9164.8,-1,0,12.73685406,15143.61,0,3785.9025,0,1,Yes
-1,-1,20,52,145849195,-1,-1,-1,-1,1000,1242.96,7000000,449800,-1,-1,-1,-1,-1,0,-37100,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,2,0,-1,-1,-1,-1,-1,2019,-1,11398.2,17722,4553,0,0,22875.09,20738.51,624.28,1512.3,-1,0,18.3889273,22875.09,0,7625.03,1,1,Yes
-1,-1,22,36,175250327,-1,-1,-1,-1,500,1625.45,4000000,607452,-1,-1,-1,-1,-1,0,-53700,0,-1,-1,-1,-1,-1,-1,-1,-1,11,1,-1,2,1,-1,-1,-1,-1,-1,2017,-1,7310.32,5405,7152,1,0,13988.4,2139.57,6796.75,5052.08,-1,0,8.600571797,13988.4,0,6994.2,0,1,Yes
-1,-1,15,37,191579764,-1,-1,-1,-1,2000,1337.28,8000000,610393,-1,-1,-1,-1,-1,27500,0,0,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,2,2,-1,-1,-1,-1,-1,2015,-1,6086.19,5515,7460,1,0,20075.22,4926.83,670.98,14477.41,-1,0,15.00076217,20075.22,0,5018.805,0,1,Yes
-1,-1,17,33,116890698,-1,-1,-1,-1,500,1240.47,0,472573,-1,-1,-1,-1,-1,35300,0,0,-1,-1,-1,-1,-1,-1,-1,-1,11,3,-1,1,1,-1,-1,-1,-1,-1,2023,-1,17458.8,17175,7849,0,0,18396.07,7014.67,10117.82,1263.58,-1,0,14.81797385,18396.07,1,4599.0175,1,1,Yes
-1,-1,12,29,154616785,-1,-1,-1,-1,500,1203.24,0,600702,-1,-1,-1,-1,-1,62500,-66900,0,-1,-1,-1,-1,-1,-1,-1,-1,9,1,-1,2,0,-1,-1,-1,-1,-1,2021,-1,14427.48,5213,6128,1,0,15045.4,12727.1,1888.35,429.95,-1,0,12.49368897,15045.4,0,7522.7,0,1,Yes
-1,-1,12,28,190192321,-1,-1,-1,-1,1000,1281.27,0,447442,-1,-1,-1,-1,-1,68900,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,3,-1,0,3,-1,-1,-1,-1,-1,2019,-1,22799.04,6327,7982,1,0,3880.43,448.77,1323.67,2107.99,-1,0,3.026219127,3880.43,1,970.1075,0,1,Yes
-1,-1,20,44,143146872,-1,-1,-1,-1,2000,1081.08,0,468104,-1,-1,-1,-1,-1,36400,-28700,0,-1,-1,-1,-1,-1,-1,-1,-1,14,1,-1,0,2,-1,-1,-1,-1,-1,2023,-1,19770.8,10449,2004,0,0,4516.5,374.08,692.1,3450.32,-1,0,4.173905811,4516.5,0,2258.25,0,1,Yes
-1,-1,23,45,142935401,-1,-1,-1,-1,1000,1254.18,0,457555,-1,-1,-1,-1,-1,0,-45100,0,-1,-1,-1,-1,-1,-1,-1,-1,16,1,-1,0,1,-1,-1,-1,-1,-1,2017,-1,7567.17,13629,5820,0,0,13955.43,6452.53,5293.16,2209.74,-1,0,11.11826989,13955.43,0,6977.715,0,1,Yes
-1,-1,19,32,159331373,-1,-1,-1,-1,2000,1624.82,0,454656,-1,-1,-1,-1,-1,65300,-65600,0,-1,-1,-1,-1,-1,-1,-1,-1,16,1,-1,1,1,-1,-1,-1,-1,-1,2015,-1,5560.11,13203,7531,0,0,23388.14,13110.36,9613.49,664.29,-1,0,14.38544242,23388.14,0,11694.07,0,1,Yes
-1,-1,20,39,169811488,-1,-1,-1,-1,2000,1470.06,0,431683,-1,-1,-1,-1,-1,56600,-45800,0,-1,-1,-1,-1,-1,-1,-1,-1,22,1,-1,0,1,-1,-1,-1,-1,-1,2016,-1,6526.2,12772,4487,0,0,18171.15,9957.47,6342.2,1871.48,-1,0,12.35241934,18171.15,1,9085.575,0,1,Yes
-1,-1,23,28,126661316,-1,-1,-1,-1,2000,1207.36,0,432896,-1,-1,-1,-1,-1,0,-57000,0,-1,-1,-1,-1,-1,-1,-1,-1,22,2,-1,1,0,-1,-1,-1,-1,-1,2023,-1,20383.51,17360,6026,0,1,19465.94,6260.26,4623.1,8582.58,-1,0,16.10938793,19465.94,0,6488.646667,1,1,Yes
-1,-1,24,28,127416279,-1,-1,-1,-1,2000,1371.78,0,451560,-1,-1,-1,-1,-1,0,-32500,0,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,0,2,-1,-1,-1,-1,-1,2024,-1,23395.18,8198,2647,0,0,24719.73,6524.43,6935.5,11259.8,-1,0,18.00705867,24719.73,1,6179.9325,0,1,Yes
-1,-1,12,28,133223123,-1,-1,-1,-1,2000,1587.96,0,601617,-1,-1,-1,-1,-1,0,-26900,0,-1,-1,-1,-1,-1,-1,-1,-1,18,1,-1,2,1,-1,-1,-1,-1,-1,2021,-1,14584.8,10175,3647,0,0,19084.91,516.77,11409.81,7158.33,-1,0,12.01094427,19084.91,0,9542.455,0,1,Yes
-1,-1,16,37,142885999,-1,-1,-1,-1,500,1262.08,0,474615,-1,-1,-1,-1,-1,48500,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,0,3,-1,-1,-1,-1,-1,2020,-1,12267.36,9569,4546,0,0,14604.16,2969.85,612.1,11022.21,-1,0,11.56233968,14604.16,0,7302.08,0,1,Yes
-1,-1,23,28,190192321,-1,-1,-1,-1,1000,1281.27,0,447442,-1,-1,-1,-1,-1,68900,0,0,-1,-1,-1,-1,-1,-1,-1,-1,9,3,-1,0,3,-1,-1,-1,-1,-1,2019,-1,21602.27,9723,3933,0,0,18894.18,1590.06,6989.29,10314.83,-1,0,14.73494662,18894.18,1,4723.545,0,1,Yes
-1,-1,15,49,138623476,-1,-1,-1,-1,1000,1279.08,0,449718,-1,-1,-1,-1,-1,0,-51500,0,-1,-1,-1,-1,-1,-1,-1,-1,13,1,-1,0,1,-1,-1,-1,-1,-1,2016,-1,7530.57,10931,2585,0,0,24060.94,10123.86,646.83,13290.25,-1,0,18.7964346,24060.94,0,12030.47,0,1,Yes
-1,-1,23,28,127416279,-1,-1,-1,-1,2000,1371.78,0,451560,-1,-1,-1,-1,-1,0,-32500,0,-1,-1,-1,-1,-1,-1,-1,-1,10,3,-1,0,2,-1,-1,-1,-1,-1,2024,-1,24950.94,15669,2209,0,0,15205.5,2815.29,1063.42,11326.79,-1,0,11.07642885,15205.5,1,3801.375,1,1,Yes
-1,-1,16,34,137113781,-1,-1,-1,-1,500,1737.66,0,470577,-1,-1,-1,-1,-1,0,-24100,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2019,-1,21798.74,6684,3468,1,0,12503.69,1073.8,3823.15,7606.74,-1,0,7.191567069,12503.69,0,6251.845,0,1,Yes
-1,-1,15,54,156556702,-1,-1,-1,-1,2000,1155.55,0,615901,-1,-1,-1,-1,-1,65700,0,0,-1,-1,-1,-1,-1,-1,-1,-1,4,3,-1,2,0,-1,-1,-1,-1,-1,2016,-1,6644.9,10939,5676,0,0,23595.68,9477.28,13894.61,223.79,-1,0,20.40178116,23595.68,1,5898.92,0,1,Yes
-1,-1,12,39,136877893,-1,-1,-1,-1,2000,1475.73,0,477670,-1,-1,-1,-1,-1,57000,-27300,0,-1,-1,-1,-1,-1,-1,-1,-1,8,3,-1,2,0,-1,-1,-1,-1,-1,2023,-1,20786.82,9588,5951,0,0,11969.41,7097.08,688.21,4184.12,-1,0,8.105347626,11969.41,0,2992.3525,0,1,Yes
-1,-1,14,40,133661485,-1,-1,-1,-1,1000,883.31,0,434733,-1,-1,-1,-1,-1,0,-53500,0,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,1,3,-1,-1,-1,-1,-1,2015,-1,5558.27,13475,4050,0,0,20033.23,3429.41,13433.79,3170.03,-1,0,22.65408058,20033.23,1,10016.615,0,1,Yes
-1,-1,13,33,157026243,-1,-1,-1,-1,500,1442.99,0,601734,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,21,1,-1,1,1,-1,-1,-1,-1,-1,2021,-1,14544.76,9024,4138,0,0,11481.61,1826.81,838.04,8816.76,-1,0,7.951308527,11481.61,0,5740.805,0,1,Yes
-1,-1,17,25,122268076,-1,-1,-1,-1,2000,1053.24,0,603527,-1,-1,-1,-1,-1,51100,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,4,-1,1,0,-1,-1,-1,-1,-1,2022,-1,17112.48,8293,2441,0,0,14161.05,3353.78,305.86,10501.41,-1,0,13.43247268,14161.05,0,2832.21,0,1,Yes
-1,-1,20,41,137535155,-1,-1,-1,-1,2000,1608.34,0,466718,-1,-1,-1,-1,-1,33300,-10600,0,-1,-1,-1,-1,-1,-1,-1,-1,19,1,-1,1,1,-1,-1,-1,-1,-1,2019,-1,8327.97,16468,5466,0,0,22194.31,16763.78,4569.22,861.31,-1,0,13.79093914,22194.31,0,11097.155,1,1,Yes
